,0,1,2
intercept,-0.4547285444366535,1.6764280729648033,-1.2216995285281493
feature_1,-0.8015078813189951,0.37192536138080295,0.429582519938192
feature_2,1.1394120238203589,-0.4075618161708739,-0.7318502076494853
feature_3,-1.503466888630279,-0.34438119543154105,1.8478480840618208
feature_4,-1.4612425392595039,-0.5468801854434592,2.0081227247029636
